,genre_id,name,ruby,list_url
10,5076,アナルセックス,あなるせっくす,https://al.dmm.co.jp/?lurl=https%3A%2F%2Fwww.dmm.co.jp%2Fmonthly%2Fpremium%2F-%2Flist%2F%3D%2Farticle%3Dkeyword%2Fid%3D5076%2F&af_id=souhub-990&ch=api
11,4073,アニメ,あにめ,https://al.dmm.co.jp/?lurl=https%3A%2F%2Fwww.dmm.co.jp%2Fmonthly%2Fpremium%2F-%2Flist%2F%3D%2Farticle%3Dkeyword%2Fid%3D4073%2F&af_id=souhub-990&ch=api
12,525,アニメキャラクター,あにめきゃらくたー,https://al.dmm.co.jp/?lurl=https%3A%2F%2Fwww.dmm.co.jp%2Fmonthly%2Fpremium%2F-%2Flist%2F%3D%2Farticle%3Dkeyword%2Fid%3D525%2F&af_id=souhub-990&ch=api
13,4057,姉・妹,あねいもうと,https://al.dmm.co.jp/?lurl=https%3A%2F%2Fwww.dmm.co.jp%2Fmonthly%2Fpremium%2F-%2Flist%2F%3D%2Farticle%3Dkeyword%2Fid%3D4057%2F&af_id=souhub-990&ch=api
14,4122,イタズラ,いたずら,https://al.dmm.co.jp/?lurl=https%3A%2F%2Fwww.dmm.co.jp%2Fmonthly%2Fpremium%2F-%2Flist%2F%3D%2Farticle%3Dkeyword%2Fid%3D4122%2F&af_id=souhub-990&ch=api
15,72,異物挿入,いぶつそうにゅう,https://al.dmm.co.jp/?lurl=https%3A%2F%2Fwww.dmm.co.jp%2Fmonthly%2Fpremium%2F-%2Flist%2F%3D%2Farticle%3Dkeyword%2Fid%3D72%2F&af_id=souhub-990&ch=api
16,6014,イメージビデオ,いめーじびでお,https://al.dmm.co.jp/?lurl=https%3A%2F%2Fwww.dmm.co.jp%2Fmonthly%2Fpremium%2F-%2Flist%2F%3D%2Farticle%3Dkeyword%2Fid%3D6014%2F&af_id=souhub-990&ch=api
17,6170,イメージビデオ（男性）,いめーじびでおだんせい,https://al.dmm.co.jp/?lurl=https%3A%2F%2Fwww.dmm.co.jp%2Fmonthly%2Fpremium%2F-%2Flist%2F%3D%2Farticle%3Dkeyword%2Fid%3D6170%2F&af_id=souhub-990&ch=api
18,5068,イラマチオ,いらまちお,https://al.dmm.co.jp/?lurl=https%3A%2F%2Fwww.dmm.co.jp%2Fmonthly%2Fpremium%2F-%2Flist%2F%3D%2Farticle%3Dkeyword%2Fid%3D5068%2F&af_id=souhub-990&ch=api
19,8514,色黒,いろぐろ,https://al.dmm.co.jp/?lurl=https%3A%2F%2Fwww.dmm.co.jp%2Fmonthly%2Fpremium%2F-%2Flist%2F%3D%2Farticle%3Dkeyword%2Fid%3D8514%2F&af_id=souhub-990&ch=api
20,8513,色白,いろじろ,https://al.dmm.co.jp/?lurl=https%3A%2F%2Fwww.dmm.co.jp%2Fmonthly%2Fpremium%2F-%2Flist%2F%3D%2Farticle%3Dkeyword%2Fid%3D8513%2F&af_id=souhub-990&ch=api
21,5025,淫語,いんご,https://al.dmm.co.jp/?lurl=https%3A%2F%2Fwww.dmm.co.jp%2Fmonthly%2Fpremium%2F-%2Flist%2F%3D%2Farticle%3Dkeyword%2Fid%3D5025%2F&af_id=souhub-990&ch=api
22,1004,インストラクター,いんすとらくたー,https://al.dmm.co.jp/?lurl=https%3A%2F%2Fwww.dmm.co.jp%2Fmonthly%2Fpremium%2F-%2Flist%2F%3D%2Farticle%3Dkeyword%2Fid%3D1004%2F&af_id=souhub-990&ch=api
23,6063,インディーズ,いんでぃーず,https://al.dmm.co.jp/?lurl=https%3A%2F%2Fwww.dmm.co.jp%2Fmonthly%2Fpremium%2F-%2Flist%2F%3D%2Farticle%3Dkeyword%2Fid%3D6063%2F&af_id=souhub-990&ch=api
24,5012,飲尿,いんにょう,https://al.dmm.co.jp/?lurl=https%3A%2F%2Fwww.dmm.co.jp%2Fmonthly%2Fpremium%2F-%2Flist%2F%3D%2Farticle%3Dkeyword%2Fid%3D5012%2F&af_id=souhub-990&ch=api
25,4030,淫乱・ハード系,いんらんはーどけい,https://al.dmm.co.jp/?lurl=https%3A%2F%2Fwww.dmm.co.jp%2Fmonthly%2Fpremium%2F-%2Flist%2F%3D%2Farticle%3Dkeyword%2Fid%3D4030%2F&af_id=souhub-990&ch=api
26,1040,ウェイトレス,うぇいとれす,https://al.dmm.co.jp/?lurl=https%3A%2F%2Fwww.dmm.co.jp%2Fmonthly%2Fpremium%2F-%2Flist%2F%3D%2Farticle%3Dkeyword%2Fid%3D1040%2F&af_id=souhub-990&ch=api
27,6942,受付嬢,うけつけじょう,https://al.dmm.co.jp/?lurl=https%3A%2F%2Fwww.dmm.co.jp%2Fmonthly%2Fpremium%2F-%2Flist%2F%3D%2Farticle%3Dkeyword%2Fid%3D6942%2F&af_id=souhub-990&ch=api
28,4075,SF,えすえふ,https://al.dmm.co.jp/?lurl=https%3A%2F%2Fwww.dmm.co.jp%2Fmonthly%2Fpremium%2F-%2Flist%2F%3D%2Farticle%3Dkeyword%2Fid%3D4075%2F&af_id=souhub-990&ch=api
29,4001,SM,えすえむ,https://al.dmm.co.jp/?lurl=https%3A%2F%2Fwww.dmm.co.jp%2Fmonthly%2Fpremium%2F-%2Flist%2F%3D%2Farticle%3Dkeyword%2Fid%3D4001%2F&af_id=souhub-990&ch=api
30,4119,エステ,えすて,https://al.dmm.co.jp/?lurl=https%3A%2F%2Fwww.dmm.co.jp%2Fmonthly%2Fpremium%2F-%2Flist%2F%3D%2Farticle%3Dkeyword%2Fid%3D4119%2F&af_id=souhub-990&ch=api
31,6996,エマニエル,えまにえる,https://al.dmm.co.jp/?lurl=https%3A%2F%2Fwww.dmm.co.jp%2Fmonthly%2Fpremium%2F-%2Flist%2F%3D%2Farticle%3Dkeyword%2Fid%3D6996%2F&af_id=souhub-990&ch=api
32,5074,M男,えむお,https://al.dmm.co.jp/?lurl=https%3A%2F%2Fwww.dmm.co.jp%2Fmonthly%2Fpremium%2F-%2Flist%2F%3D%2Farticle%3Dkeyword%2Fid%3D5074%2F&af_id=souhub-990&ch=api
33,6967,M女,えむおんな,https://al.dmm.co.jp/?lurl=https%3A%2F%2Fwww.dmm.co.jp%2Fmonthly%2Fpremium%2F-%2Flist%2F%3D%2Farticle%3Dkeyword%2Fid%3D6967%2F&af_id=souhub-990&ch=api
34,6594,AV OPEN 2014 スーパーヘビー級,えーぶいおーぷん2014すーぱーへびーきゅう,https://al.dmm.co.jp/?lurl=https%3A%2F%2Fwww.dmm.co.jp%2Fmonthly%2Fpremium%2F-%2Flist%2F%3D%2Farticle%3Dkeyword%2Fid%3D6594%2F&af_id=souhub-990&ch=api
35,6593,AV OPEN 2014 ヘビー級,えーぶいおーぷん2014へびーきゅう,https://al.dmm.co.jp/?lurl=https%3A%2F%2Fwww.dmm.co.jp%2Fmonthly%2Fpremium%2F-%2Flist%2F%3D%2Farticle%3Dkeyword%2Fid%3D6593%2F&af_id=souhub-990&ch=api
36,6592,AV OPEN 2014 ミドル級,えーぶいおーぷん2014みどるきゅう,https://al.dmm.co.jp/?lurl=https%3A%2F%2Fwww.dmm.co.jp%2Fmonthly%2Fpremium%2F-%2Flist%2F%3D%2Farticle%3Dkeyword%2Fid%3D6592%2F&af_id=souhub-990&ch=api
37,6655,AV OPEN 2015 SM/ハード部門,えーぶいおーぷん2015えすえむはーどぶもん,https://al.dmm.co.jp/?lurl=https%3A%2F%2Fwww.dmm.co.jp%2Fmonthly%2Fpremium%2F-%2Flist%2F%3D%2Farticle%3Dkeyword%2Fid%3D6655%2F&af_id=souhub-990&ch=api
38,6658,AV OPEN 2015 乙女部門,えーぶいおーぷん2015おとめぶもん,https://al.dmm.co.jp/?lurl=https%3A%2F%2Fwww.dmm.co.jp%2Fmonthly%2Fpremium%2F-%2Flist%2F%3D%2Farticle%3Dkeyword%2Fid%3D6658%2F&af_id=souhub-990&ch=api
39,6654,AV OPEN 2015 企画部門,えーぶいおーぷん2015きかくぶもん,https://al.dmm.co.jp/?lurl=https%3A%2F%2Fwww.dmm.co.jp%2Fmonthly%2Fpremium%2F-%2Flist%2F%3D%2Farticle%3Dkeyword%2Fid%3D6654%2F&af_id=souhub-990&ch=api
40,6656,AV OPEN 2015 素人部門,えーぶいおーぷん2015しろうとぶもん,https://al.dmm.co.jp/?lurl=https%3A%2F%2Fwww.dmm.co.jp%2Fmonthly%2Fpremium%2F-%2Flist%2F%3D%2Farticle%3Dkeyword%2Fid%3D6656%2F&af_id=souhub-990&ch=api
41,6653,AV OPEN 2015 熟女部門,えーぶいおーぷん2015じゅくじょぶもん,https://al.dmm.co.jp/?lurl=https%3A%2F%2Fwww.dmm.co.jp%2Fmonthly%2Fpremium%2F-%2Flist%2F%3D%2Farticle%3Dkeyword%2Fid%3D6653%2F&af_id=souhub-990&ch=api
42,6652,AV OPEN 2015 女優部門,えーぶいおーぷん2015じょゆうぶもん,https://al.dmm.co.jp/?lurl=https%3A%2F%2Fwww.dmm.co.jp%2Fmonthly%2Fpremium%2F-%2Flist%2F%3D%2Farticle%3Dkeyword%2Fid%3D6652%2F&af_id=souhub-990&ch=api
43,6657,AV OPEN 2015 マニア/フェチ部門,えーぶいおーぷん2015まにあふぇちぶもん,https://al.dmm.co.jp/?lurl=https%3A%2F%2Fwww.dmm.co.jp%2Fmonthly%2Fpremium%2F-%2Flist%2F%3D%2Farticle%3Dkeyword%2Fid%3D6657%2F&af_id=souhub-990&ch=api
44,6792,AV OPEN 2016 乙女部門,えーぶいおーぷん2016おとめぶもん,https://al.dmm.co.jp/?lurl=https%3A%2F%2Fwww.dmm.co.jp%2Fmonthly%2Fpremium%2F-%2Flist%2F%3D%2Farticle%3Dkeyword%2Fid%3D6792%2F&af_id=souhub-990&ch=api
45,6786,AV OPEN 2016 企画部門,えーぶいおーぷん2016きかくぶもん,https://al.dmm.co.jp/?lurl=https%3A%2F%2Fwww.dmm.co.jp%2Fmonthly%2Fpremium%2F-%2Flist%2F%3D%2Farticle%3Dkeyword%2Fid%3D6786%2F&af_id=souhub-990&ch=api
46,6789,AV OPEN 2016 素人部門,えーぶいおーぷん2016しろうとぶもん,https://al.dmm.co.jp/?lurl=https%3A%2F%2Fwww.dmm.co.jp%2Fmonthly%2Fpremium%2F-%2Flist%2F%3D%2Farticle%3Dkeyword%2Fid%3D6789%2F&af_id=souhub-990&ch=api
47,6784,AV OPEN 2016 女優部門,えーぶいおーぷん2016じょゆうぶもん,https://al.dmm.co.jp/?lurl=https%3A%2F%2Fwww.dmm.co.jp%2Fmonthly%2Fpremium%2F-%2Flist%2F%3D%2Farticle%3Dkeyword%2Fid%3D6784%2F&af_id=souhub-990&ch=api
48,6785,AV OPEN 2016 ドラマ・ドキュメンタリー部門,えーぶいおーぷん2016どらまどきゅめんたりーぶもん,https://al.dmm.co.jp/?lurl=https%3A%2F%2Fwww.dmm.co.jp%2Fmonthly%2Fpremium%2F-%2Flist%2F%3D%2Farticle%3Dkeyword%2Fid%3D6785%2F&af_id=souhub-990&ch=api
49,6790,AV OPEN 2016 ハード部門,えーぶいおーぷん2016はーどぶもん,https://al.dmm.co.jp/?lurl=https%3A%2F%2Fwww.dmm.co.jp%2Fmonthly%2Fpremium%2F-%2Flist%2F%3D%2Farticle%3Dkeyword%2Fid%3D6790%2F&af_id=souhub-990&ch=api
50,6788,AV OPEN 2016 バラエティ部門,えーぶいおーぷん2016ばらえてぃぶもん,https://al.dmm.co.jp/?lurl=https%3A%2F%2Fwww.dmm.co.jp%2Fmonthly%2Fpremium%2F-%2Flist%2F%3D%2Farticle%3Dkeyword%2Fid%3D6788%2F&af_id=souhub-990&ch=api
51,6791,AV OPEN 2016 人妻・熟女部門,えーぶいおーぷん2016ひとづまじゅくじょぶもん,https://al.dmm.co.jp/?lurl=https%3A%2F%2Fwww.dmm.co.jp%2Fmonthly%2Fpremium%2F-%2Flist%2F%3D%2Farticle%3Dkeyword%2Fid%3D6791%2F&af_id=souhub-990&ch=api
52,6787,AV OPEN 2016 マニア・フェチ部門,えーぶいおーぷん2016まにあふぇちぶもん,https://al.dmm.co.jp/?lurl=https%3A%2F%2Fwww.dmm.co.jp%2Fmonthly%2Fpremium%2F-%2Flist%2F%3D%2Farticle%3Dkeyword%2Fid%3D6787%2F&af_id=souhub-990&ch=api
53,6910,AV OPEN 2017 乙女部門,えーぶいおーぷん2017おとめぶもん,https://al.dmm.co.jp/?lurl=https%3A%2F%2Fwww.dmm.co.jp%2Fmonthly%2Fpremium%2F-%2Flist%2F%3D%2Farticle%3Dkeyword%2Fid%3D6910%2F&af_id=souhub-990&ch=api
54,6903,AV OPEN 2017 企画部門,えーぶいおーぷん2017きかくぶもん,https://al.dmm.co.jp/?lurl=https%3A%2F%2Fwww.dmm.co.jp%2Fmonthly%2Fpremium%2F-%2Flist%2F%3D%2Farticle%3Dkeyword%2Fid%3D6903%2F&af_id=souhub-990&ch=api
55,6906,AV OPEN 2017 素人部門,えーぶいおーぷん2017しろうとぶもん,https://al.dmm.co.jp/?lurl=https%3A%2F%2Fwww.dmm.co.jp%2Fmonthly%2Fpremium%2F-%2Flist%2F%3D%2Farticle%3Dkeyword%2Fid%3D6906%2F&af_id=souhub-990&ch=api
56,6902,AV OPEN 2017 女優部門,えーぶいおーぷん2017じょゆうぶもん,https://al.dmm.co.jp/?lurl=https%3A%2F%2Fwww.dmm.co.jp%2Fmonthly%2Fpremium%2F-%2Flist%2F%3D%2Farticle%3Dkeyword%2Fid%3D6902%2F&af_id=souhub-990&ch=api
57,6911,AV OPEN 2017 ドキュメンタリー部門,えーぶいおーぷん2017どきゅめんたりーぶもん,https://al.dmm.co.jp/?lurl=https%3A%2F%2Fwww.dmm.co.jp%2Fmonthly%2Fpremium%2F-%2Flist%2F%3D%2Farticle%3Dkeyword%2Fid%3D6911%2F&af_id=souhub-990&ch=api
58,6907,AV OPEN 2017 ドラマ部門,えーぶいおーぷん2017どらまぶもん,https://al.dmm.co.jp/?lurl=https%3A%2F%2Fwww.dmm.co.jp%2Fmonthly%2Fpremium%2F-%2Flist%2F%3D%2Farticle%3Dkeyword%2Fid%3D6907%2F&af_id=souhub-990&ch=api
59,6908,AV OPEN 2017 ハード部門,えーぶいおーぷん2017はーどぶもん,https://al.dmm.co.jp/?lurl=https%3A%2F%2Fwww.dmm.co.jp%2Fmonthly%2Fpremium%2F-%2Flist%2F%3D%2Farticle%3Dkeyword%2Fid%3D6908%2F&af_id=souhub-990&ch=api
60,6909,AV OPEN 2017 人妻・熟女部門,えーぶいおーぷん2017ひとづまじゅくじょぶもん,https://al.dmm.co.jp/?lurl=https%3A%2F%2Fwww.dmm.co.jp%2Fmonthly%2Fpremium%2F-%2Flist%2F%3D%2Farticle%3Dkeyword%2Fid%3D6909%2F&af_id=souhub-990&ch=api
61,6905,AV OPEN 2017 フェチ部門,えーぶいおーぷん2017ふぇちぶもん,https://al.dmm.co.jp/?lurl=https%3A%2F%2Fwww.dmm.co.jp%2Fmonthly%2Fpremium%2F-%2Flist%2F%3D%2Farticle%3Dkeyword%2Fid%3D6905%2F&af_id=souhub-990&ch=api
62,6904,AV OPEN 2017 マニア部門,えーぶいおーぷん2017まにあぶもん,https://al.dmm.co.jp/?lurl=https%3A%2F%2Fwww.dmm.co.jp%2Fmonthly%2Fpremium%2F-%2Flist%2F%3D%2Farticle%3Dkeyword%2Fid%3D6904%2F&af_id=souhub-990&ch=api
63,6929,AV OPEN 2018 素人部門,えーぶいおーぷん2018しろうとぶもん,https://al.dmm.co.jp/?lurl=https%3A%2F%2Fwww.dmm.co.jp%2Fmonthly%2Fpremium%2F-%2Flist%2F%3D%2Farticle%3Dkeyword%2Fid%3D6929%2F&af_id=souhub-990&ch=api
64,6928,AV OPEN 2018 マニア・フェチ部門,えーぶいおーぷん2018まにあふぇちぶもん,https://al.dmm.co.jp/?lurl=https%3A%2F%2Fwww.dmm.co.jp%2Fmonthly%2Fpremium%2F-%2Flist%2F%3D%2Farticle%3Dkeyword%2Fid%3D6928%2F&af_id=souhub-990&ch=api
65,1032,お母さん,おかあさん,https://al.dmm.co.jp/?lurl=https%3A%2F%2Fwww.dmm.co.jp%2Fmonthly%2Fpremium%2F-%2Flist%2F%3D%2Farticle%3Dkeyword%2Fid%3D1032%2F&af_id=souhub-990&ch=api
66,1003,女将・女主人,おかみおんなしゅじん,https://al.dmm.co.jp/?lurl=https%3A%2F%2Fwww.dmm.co.jp%2Fmonthly%2Fpremium%2F-%2Flist%2F%3D%2Farticle%3Dkeyword%2Fid%3D1003%2F&af_id=souhub-990&ch=api
67,1083,幼なじみ,おさななじみ,https://al.dmm.co.jp/?lurl=https%3A%2F%2Fwww.dmm.co.jp%2Fmonthly%2Fpremium%2F-%2Flist%2F%3D%2Farticle%3Dkeyword%2Fid%3D1083%2F&af_id=souhub-990&ch=api
68,6934,お爺ちゃん,おじいちゃん,https://al.dmm.co.jp/?lurl=https%3A%2F%2Fwww.dmm.co.jp%2Fmonthly%2Fpremium%2F-%2Flist%2F%3D%2Farticle%3Dkeyword%2Fid%3D6934%2F&af_id=souhub-990&ch=api
69,8524,お嬢様・令嬢,おじょうさまれいじょう,https://al.dmm.co.jp/?lurl=https%3A%2F%2Fwww.dmm.co.jp%2Fmonthly%2Fpremium%2F-%2Flist%2F%3D%2Farticle%3Dkeyword%2Fid%3D8524%2F&af_id=souhub-990&ch=api
70,527,お嬢様・令嬢,おじょうさまれいじょう,https://al.dmm.co.jp/?lurl=https%3A%2F%2Fwww.dmm.co.jp%2Fmonthly%2Fpremium%2F-%2Flist%2F%3D%2Farticle%3Dkeyword%2Fid%3D527%2F&af_id=souhub-990&ch=api
71,6954,オタク,おたく,https://al.dmm.co.jp/?lurl=https%3A%2F%2Fwww.dmm.co.jp%2Fmonthly%2Fpremium%2F-%2Flist%2F%3D%2Farticle%3Dkeyword%2Fid%3D6954%2F&af_id=souhub-990&ch=api
72,6948,男の潮吹き,おとこのしおふき,https://al.dmm.co.jp/?lurl=https%3A%2F%2Fwww.dmm.co.jp%2Fmonthly%2Fpremium%2F-%2Flist%2F%3D%2Farticle%3Dkeyword%2Fid%3D6948%2F&af_id=souhub-990&ch=api
73,6938,オナサポ,おなさぽ,https://al.dmm.co.jp/?lurl=https%3A%2F%2Fwww.dmm.co.jp%2Fmonthly%2Fpremium%2F-%2Flist%2F%3D%2Farticle%3Dkeyword%2Fid%3D6938%2F&af_id=souhub-990&ch=api
74,5008,オナニー,おなにー,https://al.dmm.co.jp/?lurl=https%3A%2F%2Fwww.dmm.co.jp%2Fmonthly%2Fpremium%2F-%2Flist%2F%3D%2Farticle%3Dkeyword%2Fid%3D5008%2F&af_id=souhub-990&ch=api
75,8521,お姉さん,おねえさん,https://al.dmm.co.jp/?lurl=https%3A%2F%2Fwww.dmm.co.jp%2Fmonthly%2Fpremium%2F-%2Flist%2F%3D%2Farticle%3Dkeyword%2Fid%3D8521%2F&af_id=souhub-990&ch=api
76,1033,お姉さん,おねえさん,https://al.dmm.co.jp/?lurl=https%3A%2F%2Fwww.dmm.co.jp%2Fmonthly%2Fpremium%2F-%2Flist%2F%3D%2Farticle%3Dkeyword%2Fid%3D1033%2F&af_id=souhub-990&ch=api
77,6947,お婆ちゃん,おばあちゃん,https://al.dmm.co.jp/?lurl=https%3A%2F%2Fwww.dmm.co.jp%2Fmonthly%2Fpremium%2F-%2Flist%2F%3D%2Farticle%3Dkeyword%2Fid%3D6947%2F&af_id=souhub-990&ch=api
78,6943,叔母さん,おばさん,https://al.dmm.co.jp/?lurl=https%3A%2F%2Fwww.dmm.co.jp%2Fmonthly%2Fpremium%2F-%2Flist%2F%3D%2Farticle%3Dkeyword%2Fid%3D6943%2F&af_id=souhub-990&ch=api
79,528,お姫様,おひめさま,https://al.dmm.co.jp/?lurl=https%3A%2F%2Fwww.dmm.co.jp%2Fmonthly%2Fpremium%2F-%2Flist%2F%3D%2Farticle%3Dkeyword%2Fid%3D528%2F&af_id=souhub-990&ch=api
80,6969,お風呂,おふろ,https://al.dmm.co.jp/?lurl=https%3A%2F%2Fwww.dmm.co.jp%2Fmonthly%2Fpremium%2F-%2Flist%2F%3D%2Farticle%3Dkeyword%2Fid%3D6969%2F&af_id=souhub-990&ch=api
81,5017,おもちゃ,おもちゃ,https://al.dmm.co.jp/?lurl=https%3A%2F%2Fwww.dmm.co.jp%2Fmonthly%2Fpremium%2F-%2Flist%2F%3D%2Farticle%3Dkeyword%2Fid%3D5017%2F&af_id=souhub-990&ch=api
82,4140,温泉,おんせん,https://al.dmm.co.jp/?lurl=https%3A%2F%2Fwww.dmm.co.jp%2Fmonthly%2Fpremium%2F-%2Flist%2F%3D%2Farticle%3Dkeyword%2Fid%3D4140%2F&af_id=souhub-990&ch=api
83,1016,女教師,おんなきょうし,https://al.dmm.co.jp/?lurl=https%3A%2F%2Fwww.dmm.co.jp%2Fmonthly%2Fpremium%2F-%2Flist%2F%3D%2Farticle%3Dkeyword%2Fid%3D1016%2F&af_id=souhub-990&ch=api
84,6945,女上司,おんなじょうし,https://al.dmm.co.jp/?lurl=https%3A%2F%2Fwww.dmm.co.jp%2Fmonthly%2Fpremium%2F-%2Flist%2F%3D%2Farticle%3Dkeyword%2Fid%3D6945%2F&af_id=souhub-990&ch=api
85,1082,女戦士,おんなせんし,https://al.dmm.co.jp/?lurl=https%3A%2F%2Fwww.dmm.co.jp%2Fmonthly%2Fpremium%2F-%2Flist%2F%3D%2Farticle%3Dkeyword%2Fid%3D1082%2F&af_id=souhub-990&ch=api
86,2022,女捜査官,おんなそうさかん,https://al.dmm.co.jp/?lurl=https%3A%2F%2Fwww.dmm.co.jp%2Fmonthly%2Fpremium%2F-%2Flist%2F%3D%2Farticle%3Dkeyword%2Fid%3D2022%2F&af_id=souhub-990&ch=api
87,1001,OL,おーえる,https://al.dmm.co.jp/?lurl=https%3A%2F%2Fwww.dmm.co.jp%2Fmonthly%2Fpremium%2F-%2Flist%2F%3D%2Farticle%3Dkeyword%2Fid%3D1001%2F&af_id=souhub-990&ch=api
88,1021,格闘家,かくとうか,https://al.dmm.co.jp/?lurl=https%3A%2F%2Fwww.dmm.co.jp%2Fmonthly%2Fpremium%2F-%2Flist%2F%3D%2Farticle%3Dkeyword%2Fid%3D1021%2F&af_id=souhub-990&ch=api
89,4123,カップル,かっぷる,https://al.dmm.co.jp/?lurl=https%3A%2F%2Fwww.dmm.co.jp%2Fmonthly%2Fpremium%2F-%2Flist%2F%3D%2Farticle%3Dkeyword%2Fid%3D4123%2F&af_id=souhub-990&ch=api
90,1022,家庭教師,かていきょうし,https://al.dmm.co.jp/?lurl=https%3A%2F%2Fwww.dmm.co.jp%2Fmonthly%2Fpremium%2F-%2Flist%2F%3D%2Farticle%3Dkeyword%2Fid%3D1022%2F&af_id=souhub-990&ch=api
91,5010,監禁,かんきん,https://al.dmm.co.jp/?lurl=https%3A%2F%2Fwww.dmm.co.jp%2Fmonthly%2Fpremium%2F-%2Flist%2F%3D%2Farticle%3Dkeyword%2Fid%3D5010%2F&af_id=souhub-990&ch=api
92,1013,看護婦・ナース,かんごふなーす,https://al.dmm.co.jp/?lurl=https%3A%2F%2Fwww.dmm.co.jp%2Fmonthly%2Fpremium%2F-%2Flist%2F%3D%2Farticle%3Dkeyword%2Fid%3D1013%2F&af_id=souhub-990&ch=api
93,5014,浣腸,かんちょう,https://al.dmm.co.jp/?lurl=https%3A%2F%2Fwww.dmm.co.jp%2Fmonthly%2Fpremium%2F-%2Flist%2F%3D%2Farticle%3Dkeyword%2Fid%3D5014%2F&af_id=souhub-990&ch=api
94,4026,カーセックス,かーせっくす,https://al.dmm.co.jp/?lurl=https%3A%2F%2Fwww.dmm.co.jp%2Fmonthly%2Fpremium%2F-%2Flist%2F%3D%2Farticle%3Dkeyword%2Fid%3D4026%2F&af_id=souhub-990&ch=api
95,553,学園もの,がくえんもの,https://al.dmm.co.jp/?lurl=https%3A%2F%2Fwww.dmm.co.jp%2Fmonthly%2Fpremium%2F-%2Flist%2F%3D%2Farticle%3Dkeyword%2Fid%3D553%2F&af_id=souhub-990&ch=api
96,3011,学生服,がくせいふく,https://al.dmm.co.jp/?lurl=https%3A%2F%2Fwww.dmm.co.jp%2Fmonthly%2Fpremium%2F-%2Flist%2F%3D%2Farticle%3Dkeyword%2Fid%3D3011%2F&af_id=souhub-990&ch=api
97,5023,顔射,がんしゃ,https://al.dmm.co.jp/?lurl=https%3A%2F%2Fwww.dmm.co.jp%2Fmonthly%2Fpremium%2F-%2Flist%2F%3D%2Farticle%3Dkeyword%2Fid%3D5023%2F&af_id=souhub-990&ch=api
98,5067,顔面騎乗,がんめんきじょう,https://al.dmm.co.jp/?lurl=https%3A%2F%2Fwww.dmm.co.jp%2Fmonthly%2Fpremium%2F-%2Flist%2F%3D%2Farticle%3Dkeyword%2Fid%3D5067%2F&af_id=souhub-990&ch=api
99,4007,企画,きかく,https://al.dmm.co.jp/?lurl=https%3A%2F%2Fwww.dmm.co.jp%2Fmonthly%2Fpremium%2F-%2Flist%2F%3D%2Farticle%3Dkeyword%2Fid%3D4007%2F&af_id=souhub-990&ch=api
